"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02170 345524 0.0 0.9996 1.0000 0.7712 0.9996 0.9998 1.0000 0.7712
0.02180 345489 0.0 0.9996 1.0000 0.7704 0.9996 0.9998 1.0000 0.7704
0.02190 345454 0.0 0.9996 1.0000 0.7696 0.9996 0.9998 1.0000 0.7696
0.02200 345419 0.0 0.9996 1.0000 0.7689 0.9996 0.9998 1.0000 0.7689
0.02210 345384 0.0 0.9996 1.0000 0.7681 0.9996 0.9998 1.0000 0.7681
0.02220 345349 0.0 0.9995 1.0000 0.7674 0.9995 0.9998 1.0000 0.7674
0.02230 345314 0.0 0.9995 1.0000 0.7666 0.9995 0.9998 1.0000 0.7666
0.02240 345279 0.0 0.9995 1.0000 0.7659 0.9995 0.9998 1.0000 0.7659
0.02250 345244 0.0 0.9995 1.0000 0.7651 0.9995 0.9998 1.0000 0.7651
0.02259 345209 0.0 0.9995 1.0000 0.7644 0.9995 0.9998 1.0000 0.7644
0.02269 345174 0.0 0.9995 1.0000 0.7637 0.9995 0.9998 1.0000 0.7637
0.02279 345139 0.0 0.9995 1.0000 0.7629 0.9995 0.9998 1.0000 0.7629
0.02289 345104 0.0 0.9995 1.0000 0.7621 0.9995 0.9998 1.0000 0.7621
0.02299 345069 0.0 0.9995 1.0000 0.7614 0.9995 0.9998 1.0000 0.7614
0.02309 345034 0.0 0.9995 1.0000 0.7606 0.9995 0.9998 1.0000 0.7606
0.02319 344999 0.0 0.9995 1.0000 0.7599 0.9995 0.9998 1.0000 0.7599
0.02329 344964 0.0 0.9995 1.0000 0.7591 0.9995 0.9998 1.0000 0.7591
0.02339 344929 0.0 0.9995 1.0000 0.7584 0.9995 0.9998 1.0000 0.7584
0.02349 344894 0.0 0.9995 1.0000 0.7576 0.9995 0.9998 1.0000 0.7576
0.02359 344859 0.0 0.9995 1.0000 0.7569 0.9995 0.9998 1.0000 0.7569
