id,species,synonyms
17879,Abeomelomys sevia,Pogonomelomys sevia
17879,Abeomelomys sevia,Melomys sevia
48839409,Ablepharus bivittatus,Scincus bivittatus
48839409,Ablepharus bivittatus,Asymblepharus bivittatus
61450,Ablepharus budaki,Ablepharus kitaibellii
178546,Ablepharus deserti,Ablepharus tenuis
178546,Ablepharus deserti,Ablepharus turkestanicus
47756048,Ablepharus grayanus,Blepharosteres grayanus
48839132,Ablepharus lindbergi,Ablepharus bivittatus
164747,Ablepharus pannonicus,Ablepharus persicus
164747,Ablepharus pannonicus,Scincus pannonicus
164747,Ablepharus pannonicus,Ablepharus festae
164747,Ablepharus pannonicus,Scincus pannonicus
164747,Ablepharus pannonicus,Riopa rueppelli
164747,Ablepharus pannonicus,Blepharosteres agilis
164747,Ablepharus pannonicus,Ablepharus pusillus
164747,Ablepharus pannonicus,Ablepharus brandtii
61451,Ablepharus rueppellii,Ablepharus kitaibellii
63712,Abronia antauges,Barisia antauges
63712,Abronia antauges,Mesaspis antauges
203013,Abronia aurita,Gerrhonotus auritus
63676,Abronia deppii,Gerrhonotus deppii
203015,Abronia fimbriata,Barissia fimbriata
63677,Abronia fuscolabialis,Gerrhonotus fuscolabialis
63677,Abronia fuscolabialis,Abronia kalaina
63713,Abronia gadovii,Gerrhonotus gadovii
63713,Abronia gadovii,Mesaspis gadovii
63678,Abronia graminea,Gerrhonotus gramineus
63714,Abronia juarezi,Barisia juarezi
63714,Abronia juarezi,Mesaspis juarezi
63682,Abronia matudai,Gerrhonotus matudae
176253,Abronia monticola,Gerrhonotus alfaroi
176253,Abronia monticola,Gerrhonotus monticolus
176253,Abronia monticola,Barisia monticola
176253,Abronia monticola,Mesaspis monticola
176254,Abronia moreletii,Gerrhonotus moreletii
176254,Abronia moreletii,Gerrhonotus fulvus
176254,Abronia moreletii,Barisia moreletii
176254,Abronia moreletii,Gerrhonotus moreletii
176254,Abronia moreletii,Mesaspis moreletii
176254,Abronia moreletii,Gerrhonotus moreletii
176254,Abronia moreletii,Barisia moreletii
63685,Abronia oaxacae,Gerrhonotus oaxacae
63686,Abronia ochoterenai,Gerrhonotus vasconcelosii
63691,Abronia taeniata,Gerrhonotus taeniatus
203019,Abronia vasconcelosii,Gerrhonotus vasconcelosii
63715,Abronia viridiflava,Gerrhonotus viridiflavus
63715,Abronia viridiflava,Mesaspis viridiflava
4803,Abrothrix andinus,Chroeomys andinus
735,Abrothrix illutea,Akodon illuteus
4804,Abrothrix jelskii,Chroeomys jelskii
740,Abrothrix lanosus,Akodon lanosus
743,Abrothrix longipilis,Akodon longipilis
751,Abrothrix olivaceus,Akodon olivaceus
751,Abrothrix olivaceus,Akodon mansoensis
751,Abrothrix olivaceus,Akodon xanthorhinus
751,Abrothrix olivaceus,Abrothrix markhami
751,Abrothrix olivaceus,Abrothrix hershkovitzi
754,Abrothrix sanborni,Akodon sanborni
22723128,Acanthidops bairdi,Acanthidops bairdi bairdi
22723128,Acanthidops bairdi,Acanthidops bairdii 
22725044,Acanthis flammea,Carduelis flammea
22704665,Acanthiza cinerea,Gerygone cinerea
199598,Acanthocercus adramitanus,Agama adramitana
170363,Acanthocercus annectans,Stellio annectens
170363,Acanthocercus annectans,Agama cyanogaster
170363,Acanthocercus annectans,Agama annectans
170363,Acanthocercus annectans,Agama annectens (orth. error)
110132395,Acanthocercus atricollis,Stellio atricollis
110132395,Acanthocercus atricollis,Agama atricollis
110132395,Acanthocercus atricollis,Acanthocercus atricollis
110132395,Acanthocercus atricollis,Stelio capensis
110132395,Acanthocercus atricollis,Agama nigricollis
136544007,Acanthocercus cyanocephalus,Agama cyanocephala
170365,Acanthocercus cyanogaster,Stellio cyanogaster
170365,Acanthocercus cyanogaster,Agama cyanogaster
170365,Acanthocercus cyanogaster,Agama cyanogastra
136544462,Acanthocercus gregorii,Agama gregorii
136544462,Acanthocercus gregorii,Acanthocercus atricollis
136544462,Acanthocercus gregorii,Agama atricollis
136544794,Acanthocercus kiwuensis,Agama atricollis
136544794,Acanthocercus kiwuensis,Acanthocercus atricollis
136545273,Acanthocercus minutus,Agama atricollis
136545273,Acanthocercus minutus,Acanthocercus atricollis
20877943,Acanthocercus phillipsii,Agama phillipsii
20877943,Acanthocercus phillipsii,Agama trachypleura
136545426,Acanthocercus ugandaensis,Agama atricollis
136545426,Acanthocercus ugandaensis,Acanthocercus atricollis
199599,Acanthocercus yemensis,Agama cyanogaster
97259978,Acanthochelys macrocephala,Acanthochelys chacoensis
97259978,Acanthochelys macrocephala,Phrynops chacoensis
97259978,Acanthochelys macrocephala,Platemys macrocephala
75,Acanthochelys pallidipectoris,Platemys pallidipectoris
78,Acanthochelys radiolata,Platemys gaudichaudii
78,Acanthochelys radiolata,Platemys werneri
78,Acanthochelys radiolata,Platemys radiolata
78,Acanthochelys radiolata,Emys radiolata
78,Acanthochelys radiolata,Platemys radiolata
76,Acanthochelys spixii,Platemys spixii
76,Acanthochelys spixii,Emys depressa
76,Acanthochelys spixii,Platemys radiolata
177908,Acanthodactylus arabicus,Acanthodactylus cantoris
164596,Acanthodactylus blanfordii,Acanthodactylus cantoris
164610,Acanthodactylus boskianus,Lacerta aspera
164610,Acanthodactylus boskianus,Scapteira inaequalis
164610,Acanthodactylus boskianus,Lacerta boskiana
164610,Acanthodactylus boskianus,Acanthodactylus schreiberi
61456,Acanthodactylus erythrurus,Acanthodactylus lineomaculatus
61456,Acanthodactylus erythrurus,Lacerta erythrura
13151869,Acanthodactylus guineensis,Eremias guineensis
61458,Acanthodactylus maculatus,Scapteira maculata
61461,Acanthodactylus savignyi,Lacerta savignyi
164695,Acanthodactylus schmidti,Acanthodactylus cantoris
164678,Acanthodactylus scutellatus,Lacerta scutellata
164627,Acanthodactylus tristrami,Zootoca tristrami
42492756,Acanthophis antarcticus,Boa antarctica
177483,Acanthophis rugosus,Acanthophis antarcticus
42492807,Acanthophis wellsi,Acanthophis wellsei
22716338,Acanthoptila nipalensis,Turdoides nipalensis
22704585,Acanthornis magna,Acanthornis magnus 
22704585,Acanthornis magna,Acanthornis magnus 
22704585,Acanthornis magna,Acanthornis magnus 
99927809,Acanthosaura armata,Agama armata
170366,Acanthosaura lepidogaster,Calotes lepidogaster
170366,Acanthosaura lepidogaster,Calotes fruhstorferi
170366,Acanthosaura lepidogaster,Acanthosaura braueri
170366,Acanthosaura lepidogaster,Acanthosaura fruhstorferi
170366,Acanthosaura lepidogaster,Gonocephalus lepidogaster
170366,Acanthosaura lepidogaster,Lophyrus tropidogaster
170366,Acanthosaura lepidogaster,Acanthosaura lamnidentata
170366,Acanthosaura lepidogaster,Calotes brevipes
170366,Acanthosaura lepidogaster,Goniocephalus lepidogaster
170366,Acanthosaura lepidogaster,Acanthosaura hainanensis
22695490,Accipiter badius,Falco badius
219590066,Accipiter cirrocephalus,Sparvius cirrhocephalus
219590235,Accipiter fasciatus,Astur Fasciatus
22695508,Accipiter francesiae,Accipiter francesii francesii
22695659,Accipiter gundlachi,Accipiter gundlachii
22695659,Accipiter gundlachi,Accipiter gundlachii
139,Acerodon jubatus,Acerodon lucifer
176324,Achalinus ater,Achalinus niger
192028,Achalinus hainanus,Achalinus hainanensis
176325,Achalinus jinggangensis,Achalinopsis jinggangensis
219,Acinonyx jubatus,Felis jubata
263,Acomys cahirinus,Acomys chudeaui
265,Acomys cineraceus,Acomys cinerasceus
136471,Acomys dimidiatus,Acomys flavidus
136471,Acomys dimidiatus,Mus dimidiatus
136471,Acomys dimidiatus,Acomys cahirinus
273,Acomys russatus,Acomys lewisi
47806307,Acomys selousi,Acomys transvaalensis
128870755,Acontias albigularis,Acontias  breviceps
44960171,Acontias aurantiacus,Acontias aurantiacus
44960171,Acontias aurantiacus,Acontias aurantiacus
44960171,Acontias aurantiacus,Typhline aurantiaca
44960183,Acontias bicolor,Typhlosaurus cregoi
44960195,Acontias cregoi,Typhlosaurus cregoi
110229440,Acontias fitzsimonsi,Acontias aurantiacus
110229440,Acontias fitzsimonsi,Typhlosaurus aurantiacus
110229440,Acontias fitzsimonsi,Typhlosaurus  aurantiacus 
44960203,Acontias gariepensis,Typhlosaurus gariepensis
44975977,Acontias gracilicauda,Acontias gracilicauda
44974254,Acontias grayi,Acontias lineatus
44974254,Acontias grayi,Microacontias lineatus
44974254,Acontias grayi,Microacontias  grayi
44960217,Acontias jappi,Typhlosaurus lineatus
44960290,Acontias kgalagadi,Acontias kgalagadi
44960290,Acontias kgalagadi,Typhlosaurus lineatus
44960378,Acontias lineatus,Microacontias lineatus
44960378,Acontias lineatus,Acontias lineatus
44977744,Acontias lineicauda,Acontias  meleagris
44977870,Acontias litoralis,Microacontias litoralis
44974868,Acontias meleagris,Anguis meleagris
44975368,Acontias namaquensis,Acontias gracilicauda
44960156,Acontias occidentalis,Acontias plumbeus
44960156,Acontias occidentalis,Acontias percivali
44960156,Acontias occidentalis,Acontias plumbeus
44975191,Acontias orientalis,Acontias percivali
44975191,Acontias orientalis,Acontias meleagris
110230048,Acontias parietalis,Acontias aurantiacus
110230048,Acontias parietalis,Typhlosaurus aurantiacus
44960134,Acontias percivali,Acontias percivali
161192926,Acontias plumbeus,Acontias niger
161192926,Acontias plumbeus,Acontias poecilus
44977877,Acontias richardi,Typhlosaurus lineatus
41230,Acontias rieppeli,Acanthiops lineatus
41230,Acontias rieppeli,Acontophiops lineatus
44975073,Acontias tristis,Acontias lineatus
44975073,Acontias tristis,Microacontias lineatus
44975073,Acontias tristis,Microacontias tristis
128870867,Acontias wakkerstroomensis,Acontias breviceps
283,Acrantophis madagascariensis,Pelophilus madagascariensis
134878005,Acratosaura mentalis,Colobosaura mentalis
22710909,Acridotheres melanopterus,Sturnus melanopterus
22710909,Acridotheres melanopterus,Acridotheres tertius
22710909,Acridotheres melanopterus,Acridotheres tricolor
22710921,Acridotheres tristis,Sturnus tristis
76508845,Acris crepitans,Rana pumila
55287,Acris gryllus,Rana gryllus
22713173,Acritillas indica,Iole indica
102964863,Acritoscincus duperreyi,Bassiana duperreyi
102964863,Acritoscincus duperreyi,Tiliqua duperreyi
102965002,Acritoscincus platynotus,Bassiana platynota
102965002,Acritoscincus platynotus,Lygosoma platynotum
178407,Acritoscincus trilineatus,Leiolopisma trilineatum
178407,Acritoscincus trilineatus,Pseudemoia trilineatum
178407,Acritoscincus trilineatus,Lygosoma trilineatum
178407,Acritoscincus trilineatus,Bassiana trilineatus
178407,Acritoscincus trilineatus,Bassiana trilineata
178407,Acritoscincus trilineatus,Tiliqua trilineata
40584,Acrobates pygmaeus,Didelphis pygmaea
22714826,Acrocephalus rimitarae,Acrocephalus rimatarae
22714874,Acrocephalus rodericanus,Bebrornis rodericanus rodericanus
22714882,Acrocephalus sechellensis,Bebrornis sechellensis
22714882,Acrocephalus sechellensis,Ellisia sechellensis
219591644,Acrocephalus stentoreus,Curruca stentorea
176769,Acrochordus granulatus,Chersydrus annulatus
176769,Acrochordus granulatus,Hydrus granulatus
176769,Acrochordus granulatus,Acrochordus fasciatus
22683519,Actenoides bougainvillei,Halcyon bougainvillei bougainvillei
22683519,Actenoides bougainvillei,Halcyon bougainvillei
22683542,Actenoides hombroni,Halcyon hombroni
22683535,Actenoides lindsayi,Halcyon lindsayi lindsayi
22683556,Actenoides princeps,Monachalcyon princeps
4969,Actinemys marmorata,Clemmys marmorata
4969,Actinemys marmorata,Emys marmorata
22693264,Actitis hypoleucos,Tringa hypoleucos hypoleucos
22693264,Actitis hypoleucos,Tringa hypoleucos hypoleucos
22693264,Actitis hypoleucos,Tringa hypoleucos hypoleucos
22693277,Actitis macularius,Tringa macularia macularia
22693277,Actitis macularius,Actitis macularia macularia
22693277,Actitis macularius,Actitis macularia macularia
196651,Acutotyphlops infralabialis,Typhlops infralabialis
196653,Acutotyphlops solomonis,Typhlops solomonis
196654,Acutotyphlops subocularis,Typhlops subocularis
520,Adelotus brevis,Cryptotis brevis
63729,Adelphicos latifasciatum,Adelphicos latifasciatus
63730,Adelphicos nigrilatum,Adelphicos nigrilatus
63731,Adelphicos quadrivirgatum,Adelphicos quadrivirgatus
63733,Adelphicos visoninum,Rhegnops visoninus
63733,Adelphicos visoninum,Adelphicos quadrivirgatus
55179,Adelphobates castaneoticus,Dendrobates castaneoticus
55185,Adelphobates galactonotus,Dendrobates galactonotus
55197,Adelphobates quinquevittatus,Dendrobates quinquevittatus
15182954,Adelphostigma occipitalis,Enicognathus occipitalis
15182954,Adelphostigma occipitalis,Taeniophallus occipitalis
15183031,Adelphostigma quadriocellata,Taeniophallus quadriocellatus
158471,Adenomera ajurauna,Leptodactylus ajurauna
56304,Adenomera andreae,Leptodactylus andreae
56306,Adenomera bokermanni,Leptodactylus bokermanni
164916,Adenomera coca,Leptodactylus coca
56307,Adenomera diptyx,Leptodactylus diptyx
190993,Adenomera engelsi,Leptodactylus engelsi
56308,Adenomera heyeri,Leptodactylus heyeri
56309,Adenomera hylaedactyla,Cystignathus hylaedactylus
56309,Adenomera hylaedactyla,Leptodactylus poeppigi
56309,Adenomera hylaedactyla,Leptodactylus hololius
56309,Adenomera hylaedactyla,Adenomera hylaedactyla
56309,Adenomera hylaedactyla,Leptodactylus minutus
56309,Adenomera hylaedactyla,Leptodactylus glandulosus
56309,Adenomera hylaedactyla,Leptodactylus melini
56309,Adenomera hylaedactyla,Leptodactylus diptyx
56309,Adenomera hylaedactyla,Leptodactylus hylaedactyla
56309,Adenomera hylaedactyla,Leptodactylus hylaedactylus
56310,Adenomera lutzi,Leptodactylus lutzi
77622915,Adenomera marmorata,Leptodactylus marmorata
77622915,Adenomera marmorata,Leptodactylus marmoratus
77639796,Adenomera martinezi,Leptodactylus martinezi
136001,Adenomera nana,Leptodactylus nanus
77185474,Adenomera simonstuarti,Leptodactylus simonstuarti
136182,Adenomera thomei,Leptodactylus thomei
80161781,Adenomus kandianus,Bufo kandianus
80161781,Adenomus kandianus,Adenomus dasi
54459,Adenomus kelaartii,Adenomus badioflavus
54459,Adenomus kelaartii,Bufo kelaartii
67633090,Adercosaurus vixadnexus,Adercosaurus vixadenexus
54607,Adhaerobufo ceratophrys,Bufo ceratophrys
54607,Adhaerobufo ceratophrys,Rhinella ceratophrys
54607,Adhaerobufo ceratophrys,Rhaebo ceratophrys
54713,Adhaerobufo nasicus,Bufo nasicus
54713,Adhaerobufo nasicus,Rhaebo nasicus
20877983,Adolfus africanus,Algiroides africanus
60755628,Adolfus alleni,Algiroides alleni
20878000,Adolfus jacksoni,Lacerta jacksoni
203043,Advenus montisilvestris,Diploglossus montisilvestris
15595,Aegialomys galapagoensis,Oryzomys galapagoensis
15595,Aegialomys galapagoensis,Oryzomys bauri
15616,Aegialomys xanthaeolus,Oryzomys xantheolus
15616,Aegialomys xanthaeolus,Oryzomys xanthaeolus
18917640,Aeluroscalabotes felinus,Pentadactylus felinus
555,Aeretes melanopterus,Pteromys melanopterus
22728583,Aerodramus bartschi,Aerodramus bartschi
22728583,Aerodramus bartschi,Collocalia bartschi
60824542,Aerodramus brevirostris,Collocalia rogersi
22686507,Aerodramus elaphrus,Collocalia elaphra
22686511,Aerodramus francicus,Collocalia francica
60847684,Aerodramus fuciphagus,Collocalia germani
22686525,Aerodramus hirundinaceus,Collocalia hirundinacea
22686522,Aerodramus infuscatus,Collocalia infuscata
22686576,Aerodramus inquietus,Collocalia inquieta
60838951,Aerodramus leucophaeus,Collocalia ocista
22686610,Aerodramus maximus,Collocalia maxima
22686519,Aerodramus mearnsi,Collocalia mearnsi
22728501,Aerodramus nuditarsus,Collocalia nuditarsus
22686555,Aerodramus orientalis,Collocalia orientalis
22686552,Aerodramus papuensis,Collocalia papuensis
22686573,Aerodramus pelewensis,Collocalia pelewensis
22686558,Aerodramus salangana,Collocalia salangana
22686581,Aerodramus sawtelli,Aerodramus sawtelli
22686581,Aerodramus sawtelli,Collocalia sawtelli
22686516,Aerodramus unicolor,Collocalia unicolor
60835335,Aerodramus vanikorensis,Collocalia amelis
60835335,Aerodramus vanikorensis,Collocalia palawanensis
22686543,Aerodramus vulcanorum,Collocalia vulcanorum
22686549,Aerodramus whiteheadi,Collocalia whiteheadi
556,Aeromys tephromelas,Pteromys tephromelas
22694906,Aethia psittacula,Cyclorrhynchus psittacula psittacula
22694906,Aethia psittacula,Cyclorrhynchus psittacula psittacula
22704576,Aethomyias arfakianus,Sericornis arfakianus
22704527,Aethomyias nigrorufus,Crateroscelis nigrorufa
22704579,Aethomyias papuensis,Sericornis papuensis
22704573,Aethomyias perspicillatus,Sericornis perspicillatus
22704570,Aethomyias rufescens,Sericornis rufescens
22704582,Aethomyias spilodera,Sericornis spilodera
22718048,Aethopyga primigenia,Aethopyga primigenius primigenius
22718048,Aethopyga primigenia,Aethopyga primigenius primigenius
56056,Afrixalus brachycnemis,Megalixalus brachycnemis
56057,Afrixalus clarkei,Afrixalus clarkeorum
56060,Afrixalus dorsalis,Hyperolius dorsalis
136149,Afrixalus dorsimaculatus,Megalixalus dorsimaculatus
56062,Afrixalus equatorialis,Megalixalus equatorialis
56063,Afrixalus fornasini,Euchnemis fornasini
56063,Afrixalus fornasini,Hyperolius fornasinii
56063,Afrixalus fornasini,Megalixalus fornasini
56064,Afrixalus fulvovittatus,Hyperolius fulvovittatus
56064,Afrixalus fulvovittatus,Hyperolius leptosomus
56064,Afrixalus fulvovittatus,Afrixalus vittiger
56064,Afrixalus fulvovittatus,Hyperolius brevipalmatus
56065,Afrixalus knysnae,Hyperolius knysnae
56065,Afrixalus knysnae,Afrixalus brachycnemis
56067,Afrixalus laevis,Megalixalus laevis
56069,Afrixalus lindholmi,Megalixalus lindholmi
56070,Afrixalus morerei,Afrixalus septentrionalis
56070,Afrixalus morerei,Afrixalus dabagae
56071,Afrixalus nigeriensis,Afrixalus  congicus
56072,Afrixalus orophilus,Megalixalus orophilus
56073,Afrixalus osorioi,Rappia osorioi
56074,Afrixalus paradorsalis,Afrixalus congicus
56075,Afrixalus quadrivittatus,Megalixalus leptosomus
56076,Afrixalus schneideri,Megalixalus schneideri
56077,Afrixalus septentrionalis,Afrixalus pygmaeus
56078,Afrixalus spinifrons,Hyperolius spinifrons
56078,Afrixalus spinifrons,Megalixalus spinifrons
56079,Afrixalus stuhlmanni,Megalixalus stuhlmanni
56081,Afrixalus uluguruensis,Megalixalus  uluguruensis 
56082,Afrixalus upembae,Megalixalus leptosomus
56083,Afrixalus vibekensis,Afrixalus laevis vibekensis
56083,Afrixalus vibekensis,Afrixalus vibekae
56084,Afrixalus vittiger,Megalixalus vittiger 
56084,Afrixalus vittiger,Hyperolius vittiger
56085,Afrixalus weidholzi,Megalixalus weidholzi
56086,Afrixalus wittei,Megalixalus wittei
196885,Afroedura africana,Oedura africana
196885,Afroedura africana,Afroedura africana
196889,Afroedura amatolica,Oedura amatolica
110186919,Afroedura bogerti,Afroedura karroica
110187021,Afroedura broadleyi,Afroedura langi 'Matlala'
110187021,Afroedura broadleyi,Afroedura langi 'Soutpansberg'
110187133,Afroedura granitica,Afroedura langi 'Lillie'
196897,Afroedura haackei,Afroedura pondolia
196897,Afroedura haackei,Afroedura multiporis
196890,Afroedura halli,Afroedura karroica
196890,Afroedura halli,Oedura halli
196891,Afroedura karroica,Afroedura karroica
196891,Afroedura karroica,Oedura karroica
115647992,Afroedura langi,Oedura langi
115647992,Afroedura langi,Afroedura  pondolia langi
110191406,Afroedura leoloensis,Afroedura  langi 'Leolo'
110191494,Afroedura loveridgei,Afroedura transvaalica
196893,Afroedura major,Afroedura pondolia
110191643,Afroedura maripi,Afroedura  ‘maripi’
196894,Afroedura marleyi,Afroedura pondolia
196894,Afroedura marleyi,Oedura marleyi
115648679,Afroedura multiporis,Afroedura multiporis
115648679,Afroedura multiporis,Afroedura pondolia
115648679,Afroedura multiporis,Oedura pondolia
196887,Afroedura namaquensis,Afroedura africana
196887,Afroedura namaquensis,Oedura namaquensis
174109,Afroedura nivaria,Oedura nivaria
174109,Afroedura nivaria,Afroedura nivara
110192130,Afroedura pienaari,Afroedura  langi 'Waterpoort'
110192130,Afroedura pienaari,Afroedura  langi 'Tshipise'
110192130,Afroedura pienaari,Afroedura  pondolia ssp. nov
110192130,Afroedura pienaari,Afroedura  langi 'Shinokwen'
115648326,Afroedura pondolia,Oedura pondolia
110193151,Afroedura pongola,Afroedura pondolia 'Godlwayo'
110193151,Afroedura pongola,Afroedura  sp. nov. “Pongola flat gecko”
110194092,Afroedura rupestris,Afroedura  multiporis ‘Abel Erasmus’
196899,Afroedura tembulica,Oedura tembulica
196888,Afroedura tirasensis,Afroedura africana
196901,Afroedura transvaalica,Oedura transvaalica
110194686,Afroedura waterbergensis,Afroedura langi 'Waterberg'
169705,Afrogecko ansorgii,Phyllodactylus ansorgii
169704,Afrogecko porphyreus,Gecko porphyreus
169704,Afrogecko porphyreus,Phyllodactylus  porphyreus
176328,Afronatrix anoscopus,Natrix anoscopus
176328,Afronatrix anoscopus,Tropidonotus anoscopus
22691975,Afrotis afra,Eupodotis afra
22691970,Afrotis afraoides,Eupodotis afraoides
22476134,Afrotyphlops angolensis,Onychocephalus angolensis
22476134,Afrotyphlops angolensis,Rhinotyphlops angolensis
22472487,Afrotyphlops anomalus,Megatyphlops anomalus
22472487,Afrotyphlops anomalus,Onychocephalus anomalus
22476160,Afrotyphlops bibronii,Onychocephalus bibronii
22476160,Afrotyphlops bibronii,Typhlops  bibronii
178513,Afrotyphlops blanfordii,Myriopholis blanfordii
178513,Afrotyphlops blanfordii,Typhlops blanfordii
22472533,Afrotyphlops brevis,Rhinotyphlops brevis
22472533,Afrotyphlops brevis,Megatyphlops brevis
22472533,Afrotyphlops brevis,Typhlops brevis
22473559,Afrotyphlops calabresii,Typhlops calabresii
22473559,Afrotyphlops calabresii,Typhlops cuneirostris
22473559,Afrotyphlops calabresii,Madatyphlops calabresii
13300737,Afrotyphlops congestus,Onychocephalus congestus
22473581,Afrotyphlops cuneirostris,Typhlops cuneirostris
22473581,Afrotyphlops cuneirostris,Madatyphlops cuneirostris
22476066,Afrotyphlops elegans,Typhlops elegans
22476091,Afrotyphlops fornasinii,Typhlops fornasinii
178405,Afrotyphlops gierrai,Typhlops gierrai
178405,Afrotyphlops gierrai,Rhinotyphlops gierrai
22476198,Afrotyphlops kaimosae,Typhlops kaimosae
22475717,Afrotyphlops liberiensis,Afrotyphlops punctatus
22475717,Afrotyphlops liberiensis,Onychocephalus liberiensis
22475717,Afrotyphlops liberiensis,Typhlops liberiensis
13300752,Afrotyphlops lineolatus,Typhlops lineolatus
22472565,Afrotyphlops mucruso,Megatyphlops mucruso
22472565,Afrotyphlops mucruso,Onychocephalus mucruso
22476252,Afrotyphlops nigrocandidus,Rhinotyphlops nigrocandidus
22476644,Afrotyphlops obtusus,Letheobia obtusa
22476644,Afrotyphlops obtusus,Typhlops obtusus
22475900,Afrotyphlops platyrhynchus,Madatyphlops platyrhynchus
22475900,Afrotyphlops platyrhynchus,Typhlops platyrhynchus
13300770,Afrotyphlops punctatus,Acontias punctatus
22476267,Afrotyphlops rondoensis,Typhlops tettensis
22472607,Afrotyphlops schlegelii,Typhlops schlegelii
22472607,Afrotyphlops schlegelii,Megatyphlops schlegelii
22476281,Afrotyphlops schmidti,Typhlops schmidti
13300786,Afrotyphlops steinhausi,Typhlops steinhausi
22476295,Afrotyphlops tanganicanus,Typhlops schmidti
22476309,Afrotyphlops usambaricus,Typhlops boulengeri
55288,Agalychnis annae,Phyllomedusa  annae 
55843,Agalychnis buckleyi,Phyllomedusa buckleyi
55843,Agalychnis buckleyi,Hyla porifera
55843,Agalychnis buckleyi,Phyllomedusa loris
55843,Agalychnis buckleyi,Hylomantis buckleyi
55290,Agalychnis callidryas,Agalychnis helenae
55290,Agalychnis callidryas,Phyllomedusa  helenae
55290,Agalychnis callidryas,Agalychnis callidryas
55290,Agalychnis callidryas,Phyllomedusa  callidryas
55290,Agalychnis callidryas,Agalychnis  callidryas
55290,Agalychnis callidryas,Hyla  callidryas 
55813,Agalychnis dacnicolor,Pachymedusa dacnicolor
55813,Agalychnis dacnicolor,Phyllomedusa dacnicolor
55848,Agalychnis danieli,Phyllomedusa danieli
55848,Agalychnis danieli,Hylomantis danieli
55852,Agalychnis hulli,Hylomantis hulli
55852,Agalychnis hulli,Phyllomedusa hulli
55855,Agalychnis lemur,Hylomantis lemur
55855,Agalychnis lemur,Phyllomedusa lemur
55856,Agalychnis medinae,Hylomantis medinae
55856,Agalychnis medinae,Hylomantis medinai
55856,Agalychnis medinae,Phyllomedusa medinae
55293,Agalychnis moreletii,Phyllomedusa moreletii
55293,Agalychnis moreletii,Hyla moreletii
55293,Agalychnis moreletii,Agalychnis holochlora
55293,Agalychnis moreletii,Hyla holochlora
55861,Agalychnis psilopygion,Hylomantis psilopygion
55861,Agalychnis psilopygion,Phyllomedusa psilopygion
55294,Agalychnis saltator,Phyllomedusa  saltator 
77651850,Agalychnis spurrelli,Phyllomedusa litodryas
77651850,Agalychnis spurrelli,Phyllomedusa spurrelli
77651850,Agalychnis spurrelli,Agalychnis litodryas
203791,Agama africana,Agama agama
203791,Agama africana,Tropidolepis africanus
203791,Agama africana,Agama sylvanus
172799,Agama agama,Lacerta agama
217485253,Agama atra,Agama knobeli
197431,Agama bibronii,Agama impalearis
203792,Agama boensis,Agama agama
170368,Agama boueti,Agama castroviejoi
44928730,Agama dodomae,Agama lionotus
197430,Agama hartmanni,Agama cornii
170370,Agama hispida,Agama brachyura
170370,Agama hispida,Trapelus hispidus
170370,Agama hispida,Lacerta hispida
17450505,Agama kaimosae,Agama agama
17450619,Agama lionotus,Agama agama
17450723,Agama montana,Agama mossambica
170371,Agama mwanzae,Agama agama
170371,Agama mwanzae,Agama lionotus
170371,Agama mwanzae,Agama planiceps
17450975,Agama turuensis,Agama agama
164592,Agamura persica,Agama cruralis
164592,Agamura persica,Gymnodactylus persicus
22724184,Agelasticus cyanopus,Agelaius cyanopus 
22724184,Agelasticus cyanopus,Agelaius cyanopus 
22724184,Agelasticus cyanopus,Agelaius cyanopus 
22724178,Agelasticus thilius,Agelaius thilius 
22724178,Agelasticus thilius,Agelaius thilius 
22724178,Agelasticus thilius,Agelaius thilius 
22724172,Agelasticus xanthophthalmus,Agelaius xanthophthalmus 
22724172,Agelasticus xanthophthalmus,Agelaius xanthophthalmus 
22724172,Agelasticus xanthophthalmus,Agelaius xanthophthalmus 
22733886,Aglaiocercus kingii,Aglaiocercus kingi
84500383,Aglyptodactylus madagascariensis,Limnodytes madagascariensis
22720546,Agraphospiza rubescens,Carpodacus rubescens
22709040,Agricola infuscatus,Bradornis infuscatus
22709035,Agricola pallidus,Bradornis pallidus
22700081,Agriornis albicauda,Agriornis andicola 
22700081,Agriornis albicauda,Agriornis andicola 
22700081,Agriornis albicauda,Agriornis andicola 
22700081,Agriornis albicauda,Agriornis andicola 
22700081,Agriornis albicauda,Agriornis andicola 
22700081,Agriornis albicauda,Agriornis andicola albicauda
22700095,Agriornis lividus,Agriornis livida 
22700095,Agriornis lividus,Agriornis livida 
22700095,Agriornis lividus,Agriornis livida 
22700104,Agriornis micropterus,Agriornis microptera
22700104,Agriornis micropterus,Agriornis microptera
22700104,Agriornis micropterus,Agriornis microptera
22700072,Agriornis montanus,Agriornis montana 
22700072,Agriornis montanus,Agriornis montana 
22700072,Agriornis montanus,Agriornis montana 
22700114,Agriornis murinus,Agriornis murina
22700114,Agriornis murinus,Agriornis murina
22700114,Agriornis murinus,Agriornis murina
22710874,Agropsar philippensis,Sturnus philippensis
22710870,Agropsar sturninus,Sturnus sturninus
115604283,Ahaetulla anomala,Dryophis mycterizans
115604283,Ahaetulla anomala,Dryophis mycterizans
115604283,Ahaetulla anomala,Dryophis mycterizans
115604283,Ahaetulla anomala,Dryophis mycterizans
172589,Ahaetulla dispar,Dryophis dispar
