id_no,species,mean_gHM,median_gHM,source
136834,Pithecheirops otion,0.159330441,0.156176418,dd_spp
70609874,Pithecia cazuzai,0.018778274,0.014173143,dd_spp
70610758,Pithecia irrorata,0.065290915,0.042767756,dd_spp
70609893,Pithecia isabela,0.044028936,0.029722862,dd_spp
70610729,Pithecia pissinattii,0.035147276,0.016190504,dd_spp
43946,Pithecia vanzolinii,0.062809956,0.059388906,dd_spp
177440,Plagiopholis delacouri,0.224550887,0.199017331,dd_spp
18032658,Platyceps afarensis,0.291469021,0.306316763,dd_spp
194089,Platyceps bholanathi,0.441387149,0.405946046,dd_spp
172692,Platyceps gracilis,0.588470657,0.611999184,dd_spp
199848,Platyceps insulanus,0.198138379,0.185576744,dd_spp
18032696,Platyceps largeni,0.185766554,0.161224484,dd_spp
18032710,Platyceps messanai,0.182525242,0.177132815,dd_spp
127933245,Platyceps noeli,0.307824355,0.276802897,dd_spp
20878506,Platyceps scorteccii,0.294472888,0.176577993,dd_spp
127933401,Platyceps sindhensis,0.416773915,0.315675825,dd_spp
18032730,Platyceps somalicus,0.147511677,0.134613603,dd_spp
199571,Platyceps thomasi,0.223458821,0.140906379,dd_spp
42862685,Platymantis bayani,0.100441219,0.100069463,dd_spp
87739576,Platymantis quezoni,0.340207927,0.337133139,dd_spp
178362,Platyplectrurus trilineatus,0.381325572,0.381811693,dd_spp
88160364,Platyrrhinus aquilus,0.078715564,0.050697695,dd_spp
88160517,Platyrrhinus nitelinea,0.267138709,0.239426419,dd_spp
95908089,Platyrrhinus umbratus,0.343406888,0.318027556,dd_spp
85534953,Plecotus ariel,0.319500069,0.222674713,dd_spp
44930,Plecotus balensis,0.4792166,0.42681624,dd_spp
44931,Plecotus christii,0.128506111,0.007019731,dd_spp
85537505,Plecotus homochrous,0.360595652,0.347295642,dd_spp
55883,Plectrohyla pycnochila,0.630713868,0.670632541,lost_spp
172639,Plectrurus aureus,0.419488672,0.428288564,dd_spp
172605,Plectrurus guentheri,0.414416666,0.410167187,dd_spp
127530569,Plecturocebus miltoni,0.074125913,0.081783604,dd_spp
41555,Plecturocebus stephennashi,0.013490619,0.009265465,dd_spp
176793,Plesiodipsas perijanensis,0.224510182,0.228020683,dd_spp
64223,Plestiodon colimensis,0.464281897,0.412382379,dd_spp
104765549,Plestiodon coreensis,0.601358538,0.612889528,lost_spp
104765549,Plestiodon coreensis,0.601358538,0.612889528,dd_spp
104766346,Plestiodon liui,0.792696242,0.812053442,dd_spp
64233,Plestiodon multilineatus,0.110308624,0.103157219,dd_spp
64237,Plestiodon parviauriculatus,0.156031904,0.134000629,dd_spp
64238,Plestiodon parvulus,0.376580587,0.25137125,dd_spp
104766670,Plestiodon popei,0.373736284,0.358264387,dd_spp
114618571,Plestiodon takarai,0.278118944,0.225971356,dd_spp
29488,Plethodon ainsworthi,0.361417085,0.361417085,lost_spp
59332,Plethodon aureolus,0.15971368,0.125040241,dd_spp
152360128,Plethodon dixi,0.382432997,0.355226904,dd_spp
152360261,Plethodon jacksoni,0.334052692,0.34069103,dd_spp
152360383,Plethodon pauleyi,0.285497027,0.297366157,dd_spp
125175492,Plethodon savannah,0.372315939,0.349919409,dd_spp
59353,Plethodon sequoyah,0.126218628,0.094286881,dd_spp
178571,Plica lumaria,0.025677291,0.025676733,lost_spp
44579832,Plica pansticta,0.00929781,0.00929781,lost_spp
63878,Pliocercus wilmarai,0.566227769,0.676226199,dd_spp
124309259,Poecilopholis cameronensis,0.132016404,0.124115974,dd_spp
22724370,Pogoniulus makawai,0.13287935,0.132874049,dd_spp
17882,Pogonomys championi,0.059327892,0.058615718,dd_spp
13264660,Polemon leopoldi,0.616410467,0.655922353,dd_spp
203162,Polychrus jacquelinae,0.230332832,0.183241725,dd_spp
164452073,Polypedates bengalensis,0.791105831,0.766795009,dd_spp
135783,Polypedates chlorophthalmus,0.065287206,0.056911366,lost_spp
135783,Polypedates chlorophthalmus,0.065287206,0.056911366,dd_spp
202902,Polypedates subansiriensis,0.317410639,0.300768346,dd_spp
58967,Polypedates zed,0.620345473,0.60303688,dd_spp
22732931,Pomarea mira,0.189104535,0.141900763,lost_spp
64343,Porthidium hespere,0.399756968,0.431655049,dd_spp
203673,Porthidium volcanicum,0.235886524,0.184032984,dd_spp
44578710,Potamites montanicola,0.133382557,0.110248983,dd_spp
44578718,Potamites ocellatus,0.045617514,0.041350618,lost_spp
54623,Poyntonophrynus damaranus,0.064004502,0.0610923,dd_spp
54654,Poyntonophrynus grandisonae,0.260637946,0.179768637,dd_spp
48018659,Praomys coetzeei,0.16157763,0.121106129,dd_spp
45090,Praomys verschureni,0.189469925,0.148228332,dd_spp
42485101,Prasinohaema parkeri,0.13288182,0.132881001,lost_spp
42485101,Prasinohaema parkeri,0.13288182,0.132881001,dd_spp
39812,Presbytis bicolor,0.237817636,0.207317226,dd_spp
18164,Prionomys batesi,0.136386569,0.110556051,dd_spp
203153,Pristidactylus fasciatus,0.149448472,0.115575481,dd_spp
56402,Pristimantis albericoi,0.108273152,0.108273152,lost_spp
78537198,Pristimantis ameliae,0.383571693,0.404020488,dd_spp
136012,Pristimantis amydrotus,0.222406676,0.213506117,dd_spp
56417,Pristimantis anemerus,0.281009208,0.236014977,dd_spp
56423,Pristimantis anotis,0.47237961,0.487404287,lost_spp
56435,Pristimantis atrabracus,0.246271354,0.250313744,dd_spp
56444,Pristimantis avius,0.009868601,0.00853898,dd_spp
56456,Pristimantis bearsei,0.422912471,0.427691951,dd_spp
56459,Pristimantis bernali,0.319039802,0.290310517,lost_spp
125179661,Pristimantis boucephalus,0.117885943,0.075933516,dd_spp
78538635,Pristimantis bustamante,0.149875013,0.119709708,dd_spp
56483,Pristimantis cabrerai,0.349232008,0.312715918,dd_spp
56484,Pristimantis cacao,0.187899511,0.203578889,lost_spp
135854,Pristimantis caeruleonotus,0.186615123,0.184765898,dd_spp
56492,Pristimantis caprifer,0.197421104,0.177082688,lost_spp
136116,Pristimantis chimu,0.282675925,0.265488148,dd_spp
56512,Pristimantis chrysops,0.256055737,0.257838488,lost_spp
79113413,Pristimantis conservatio,0.254727604,0.252062976,dd_spp
136088,Pristimantis coronatus,0.261389991,0.185166582,dd_spp
56526,Pristimantis cosnipatae,0.112094161,0.117094085,lost_spp
56545,Pristimantis cuneirostris,0.199480296,0.186088763,dd_spp
56553,Pristimantis deinops,0.384685701,0.412454858,lost_spp
135809,Pristimantis dendrobatoides,0.035485147,0.024419822,dd_spp
56559,Pristimantis diaphonus,0.364251605,0.363278136,lost_spp
56563,Pristimantis diogenes,0.204380164,0.203617498,lost_spp
56604,Pristimantis floridus,0.313060642,0.249550208,dd_spp
150084022,Pristimantis gralarias,0.263733513,0.249813229,dd_spp
87736069,Pristimantis hoogmoedi,0.205662906,0.181780905,lost_spp
125198826,Pristimantis humboldti,0.213933481,0.203365877,dd_spp
107282713,Pristimantis iiap,0.039413963,0.038730785,dd_spp
56669,Pristimantis infraguttatus,0.171737297,0.174202979,dd_spp
56678,Pristimantis ixalus,0.262981796,0.253260776,dd_spp
56680,Pristimantis jaimei,0.206186379,0.20741649,lost_spp
88428894,Pristimantis kirklandi,0.301444789,0.284766808,dd_spp
158472,Pristimantis leucorrhinus,0.216269045,0.222442202,dd_spp
56718,Pristimantis lichenoides,0.269296936,0.279910877,lost_spp
87736123,Pristimantis longicorpus,0.205662906,0.181780905,lost_spp
78544874,Pristimantis loujosti,0.158858141,0.15927209,dd_spp
78546587,Pristimantis lucidosignatus,0.474913381,0.362650454,dd_spp
78548402,Pristimantis mariaelenae,0.336924733,0.335484907,dd_spp
56745,Pristimantis mars,0.249850611,0.25210166,lost_spp
56756,Pristimantis melanoproctus,0.379009709,0.418727368,dd_spp
56758,Pristimantis memorans,0.010138516,0.008536196,dd_spp
135817,Pristimantis meridionalis,0.468198131,0.461871803,dd_spp
135875,Pristimantis minutulus,0.167962418,0.191179886,dd_spp
56772,Pristimantis molybrignus,0.259910778,0.234916002,lost_spp
56773,Pristimantis mondolfii,0.368043279,0.40027836,dd_spp
78550295,Pristimantis munozi,0.340029469,0.339994237,dd_spp
56489,Pristimantis nebulosus,0.212125957,0.194428146,dd_spp
78550300,Pristimantis onorei,0.332130922,0.333988756,dd_spp
56833,Pristimantis pataikos,0.233657098,0.186361596,dd_spp
56839,Pristimantis pecki,0.267868343,0.177820705,dd_spp
136093,Pristimantis phalaroinguinis,0.222406676,0.213506117,dd_spp
56856,Pristimantis phragmipleuron,0.897288183,0.908443928,lost_spp
79113633,Pristimantis pleurostriatus,0.308247582,0.276976019,dd_spp
56886,Pristimantis pugnax,0.169673719,0.136857815,lost_spp
125181973,Pristimantis puipui,0.246711552,0.258162349,dd_spp
56907,Pristimantis reticulatus,0.500600805,0.50793466,dd_spp
56918,Pristimantis riveroi,0.352479773,0.288370237,dd_spp
78554347,Pristimantis royi,0.139588895,0.121511318,dd_spp
56926,Pristimantis rozei,0.480000168,0.471646041,dd_spp
56956,Pristimantis scitulus,0.245274022,0.230994217,dd_spp
136060,Pristimantis seorsus,0.150187421,0.149114341,dd_spp
56962,Pristimantis signifer,0.156345955,0.156836227,lost_spp
164792,Pristimantis spectabilis,0.166316941,0.166316941,dd_spp
56974,Pristimantis spilogaster,0.186923744,0.187507994,lost_spp
56978,Pristimantis stenodiscus,0.497192204,0.491557568,lost_spp
135754,Pristimantis stictoboubonus,0.081091097,0.082947299,dd_spp
78554375,Pristimantis stipa,0.336924733,0.335484907,dd_spp
56990,Pristimantis taciturnus,0.214351776,0.213815644,dd_spp
135836,Pristimantis tanyrhynchus,0.137122655,0.136719957,dd_spp
57011,Pristimantis torrenticola,0.185791522,0.181337282,lost_spp
57017,Pristimantis tubernasus,0.274338462,0.247349419,dd_spp
173003,Pristimantis turik,0.248383053,0.246985473,dd_spp
57018,Pristimantis turpinorum,0.314901042,0.319316879,dd_spp
136083,Pristimantis ventriguttatus,0.195207128,0.193111517,dd_spp
135824,Pristimantis vilcabambae,0.137122655,0.136719957,dd_spp
57055,Pristimantis wiensi,0.268234283,0.24796927,dd_spp
57061,Pristimantis xylochobates,0.224193668,0.242087387,lost_spp
13155360,Pristurus adrarensis,0.021163033,0.021111194,dd_spp
199844,Pristurus longipes,0.623457579,0.624577403,dd_spp
199588,Pristurus mazbah,0.456811311,0.428511143,dd_spp
199845,Pristurus schneideri,0.302763982,0.31124106,lost_spp
109480879,Proablepharus barrylyoni,0.028128082,0.027823158,lost_spp
79116133,Proceratophrys gladius,0.04684363,0.02853575,dd_spp
209674924,Proceratophrys korekore,0.314830193,0.338058889,dd_spp
57307,Proceratophrys phyllostomus,0.387423611,0.368915886,dd_spp
78575926,Proceratophrys rondonae,0.081480351,0.122328199,dd_spp
48283564,Proctoporus cephalolineatus,0.292869198,0.274254307,lost_spp
48283868,Proctoporus laudahnae,0.183631646,0.177647635,dd_spp
48280339,Proctoporus oreades,0.151393208,0.14434576,dd_spp
18278,Proechimys chrysaeolus,0.334536307,0.294672132,dd_spp
29466,Proechimys gardneri,0.043545608,0.017959781,dd_spp
18287,Proechimys hoplomyoides,0.022133747,0.013093009,dd_spp
29464,Proechimys kulinae,0.006145903,0.001006686,dd_spp
18291,Proechimys mincae,0.391824134,0.400247544,dd_spp
18293,Proechimys oconnelli,0.16907318,0.161808014,dd_spp
18301,Proechimys trinitatis,0.331672667,0.339754477,dd_spp
136459,Proedromys liangshanensis,0.279202702,0.263095319,dd_spp
88087551,Promops davisoni,0.285186368,0.237874985,dd_spp
55072,Prostherapis dunni,0.571012819,0.569114089,lost_spp
178685,Protobothrops kaulbacki,0.097116179,0.088344105,dd_spp
199766,Protobothrops maolanensis,0.252219113,0.230140924,dd_spp
18419,Psammomys vexillaris,0.181747305,0.14842879,dd_spp
212422203,Psammophis turpanensis,0.314355936,0.219013117,dd_spp
42493263,Pseudechis papuanus,0.21187136,0.110754631,dd_spp
42493288,Pseudechis rossignolii,0.125810652,0.090182915,dd_spp
109480985,Pseudemoia rawlinsoni,0.160283436,0.120879799,dd_spp
21266755,Pseuderemias savagei,0.153416343,0.148221023,lost_spp
172834,Pseudoacontias menamainty,0.174247221,0.154098257,lost_spp
172882,Pseudoacontias unicolor,0.291249846,0.287958875,lost_spp
21584164,Pseudoboodon sandfordorum,0.585726855,0.601676047,dd_spp
126552466,Pseudocalotes baliomus,0.263662866,0.260430306,dd_spp
99941553,Pseudocalotes drogon,0.357196689,0.357196689,dd_spp
104651572,Pseudocalotes khaonanensis,0.247807408,0.233707756,dd_spp
104652696,Pseudocalotes rhammanotus,0.195019352,0.192456454,dd_spp
99941812,Pseudocalotes saravacensis,0.096107425,0.096122853,lost_spp
99941812,Pseudocalotes saravacensis,0.096107425,0.096122853,dd_spp
104653067,Pseudocalotes ziegleri,0.41023544,0.436332405,dd_spp
22712036,Pseudochelidon eurystomina,0.151162284,0.106458552,dd_spp
190656,Pseudocophotis kontumensis,0.201752032,0.202085793,lost_spp
190656,Pseudocophotis kontumensis,0.201752032,0.202085793,dd_spp
170423,Pseudocophotis sumatrana,0.570259718,0.551460743,dd_spp
59368,Pseudoeurycea anitae,0.174998465,0.171401441,lost_spp
59369,Pseudoeurycea aquatica,0.179987629,0.176525086,lost_spp
59372,Pseudoeurycea brunnata,0.419691913,0.418948516,lost_spp
59376,Pseudoeurycea exspectata,0.323093607,0.305629954,lost_spp
59381,Pseudoeurycea goebeli,0.364196227,0.353130832,lost_spp
59387,Pseudoeurycea mixcoatl,0.226228018,0.208734661,lost_spp
59399,Pseudoeurycea teotepec,0.187195608,0.192738459,lost_spp
59401,Pseudoeurycea unguidentis,0.217551852,0.210682467,lost_spp
126559642,Pseudogekko ditoy,0.249902779,0.218812086,dd_spp
44579472,Pseudogonatodes furvus,0.297474168,0.294944376,dd_spp
48020754,Pseudohydromys carlae,0.18415565,0.124853142,dd_spp
48265607,Pseudohydromys eleanorae,0.307490362,0.226166941,dd_spp
136523,Pseudohydromys germani,0.132443907,0.092149802,dd_spp
42646,Pseudohydromys musseri,0.125930997,0.108457889,dd_spp
48266448,Pseudohydromys occidentalis,0.141563122,0.150939807,dd_spp
45958683,Pseudohydromys patriciae,0.18325713,0.172296986,dd_spp
48020705,Pseudohydromys pumehanae,0.131968203,0.134264179,dd_spp
78576349,Pseudohynobius guizhouensis,0.481662001,0.474534124,dd_spp
18555,Pseudomys pilligaensis,0.088900913,0.10293334,dd_spp
42495943,Pseudonaja nuchalis,0.010523883,0.005556837,dd_spp
172642,Pseudoplectrurus canaricus,0.399973775,0.386852622,dd_spp
169851,Pseudorabdion ater,0.30569265,0.271991491,dd_spp
169795,Pseudorabdion montanum,0.310138751,0.267349303,dd_spp
104838823,Pseudorabdion torquatum,0.79408535,0.808095038,dd_spp
192193,Pseudoxenodon baramensis,0.065544132,0.065395072,dd_spp
192144,Pseudoxenodon jacobsonii,0.21346529,0.180388629,dd_spp
22720734,Psittirostra psittacea,0.181195041,0.120072391,lost_spp
136587,Pteralopex flanneryi,0.136042139,0.132658005,lost_spp
18658,Pteralopex pulchra,0.094223254,0.083759956,lost_spp
22698097,Pterodroma caribbaea,0.24544315,0.24544315,lost_spp
136504,Pteropus aruensis,0.145165298,0.120437741,lost_spp
136841,Pteropus intermedius,0.357650749,0.277052462,dd_spp
136528,Pteropus keyensis,0.267981778,0.206560388,dd_spp
18733,Pteropus lombocensis,0.396735074,0.330799788,dd_spp
18773,Pteropus loochoensis,0.591063577,0.567481279,dd_spp
18760,Pteropus speciosus,0.309934014,0.261382252,dd_spp
22691568,Ptilinopus arcanus,0.41470538,0.396003976,lost_spp
58492,Ptychadena arnei,0.307206314,0.232662261,dd_spp
88640144,Ptychadena boettgeri,0.755396815,0.795519471,dd_spp
58500,Ptychadena filwoha,0.361791348,0.345287561,dd_spp
58504,Ptychadena harenna,0.211119818,0.207432076,dd_spp
58505,Ptychadena ingeri,0.093730159,0.076353669,dd_spp
58509,Ptychadena mapacha,0.294264236,0.268298835,dd_spp
58520,Ptychadena pujoli,0.267049432,0.219514161,dd_spp
58526,Ptychadena submascareniensis,0.18857512,0.171685681,dd_spp
58534,Ptychadena wadei,0.578347074,0.567870349,dd_spp
55465,Ptychohyla dendrophasma,0.184308057,0.183217511,lost_spp
127928106,Ptyodactylus homolepis,0.712035779,0.759086013,lost_spp
127928106,Ptyodactylus homolepis,0.712035779,0.759086013,dd_spp
18847,Pudu mephistophiles,0.279813677,0.233803011,dd_spp
58587,Pulchrana debussyi,0.343341447,0.299697906,dd_spp
89113176,Pulchrana guttmani,0.384182352,0.380631298,dd_spp
19242,Pulchrana melanomenta,0.258834875,0.241833217,dd_spp
22712705,Pycnonotus nieuwenhuisii,0.262657184,0.227687284,dd_spp
45422401,Pyrrhura subandina,0.336781067,0.326998219,lost_spp
199854,Python kyaiktiyo,0.334045447,0.303681761,lost_spp
78456577,Qosqophryne flammiventris,0.386540439,0.437160462,dd_spp
126560989,Rabdion grovesi,0.281593353,0.265666962,dd_spp
176673,Raclitia indica,0.338497217,0.359532297,dd_spp
201751,Ramphotyphlops aluensis,0.125654095,0.130318768,dd_spp
196656,Ramphotyphlops angusticeps,0.120481481,0.10398607,dd_spp
196657,Ramphotyphlops becki,0.12823283,0.110068437,dd_spp
104842569,Ramphotyphlops bipartitus,0.32247979,0.322625607,dd_spp
178699,Ramphotyphlops conradi,0.680645705,0.672464818,dd_spp
169771,Ramphotyphlops cumingii,0.351880258,0.31416297,dd_spp
192014,Ramphotyphlops lorenzi,0.188939027,0.211982355,dd_spp
196659,Ramphotyphlops mansuetus,0.105398882,0.098304622,dd_spp
169830,Ramphotyphlops marxi,0.196777495,0.193964869,dd_spp
178373,Ramphotyphlops similis,0.158450828,0.129630357,dd_spp
42494750,Ramphotyphlops supranasalis,0.12174507,0.087037869,dd_spp
176206,Ramphotyphlops willeyi,0.10414642,0.081964109,dd_spp
58573,Rana chevronta,0.302247617,0.303266883,lost_spp
78584643,Rana culaiensis,0.414718585,0.38681902,dd_spp
145401992,Rana dabieshanensis,0.23899187,0.233639285,dd_spp
79127648,Rana jiemuxiensis,0.273848812,0.266126454,dd_spp
145400418,Rana luanchuanensis,0.437716588,0.423949063,dd_spp
203516776,Rana qianjiang,0.554111536,0.597053885,dd_spp
78584863,Ranitomeya yavaricola,0.032530088,0.032523252,dd_spp
197945629,Raorchestes drutaahu,0.347917458,0.327987015,dd_spp
58846,Raorchestes garo,0.361856729,0.315154493,dd_spp
197945831,Raorchestes kakkayamensis,0.424792436,0.429519147,dd_spp
113887925,Raorchestes lechiya,0.279380394,0.266149193,dd_spp
73787965,Raorchestes leucolatus,0.333628525,0.332037777,dd_spp
202903,Raorchestes manipurensis,0.328327801,0.318102658,dd_spp
56041190,Raorchestes ravii,0.415799807,0.357606187,dd_spp
178806889,Raorchestes rezakhani,0.635682365,0.728778005,dd_spp
136187,Raorchestes sahai,0.128575495,0.115338422,dd_spp
197945982,Raorchestes sanjappai,0.468396233,0.464826733,dd_spp
56041099,Raorchestes thodai,0.676553395,0.638437271,dd_spp
197946021,Raorchestes vellikkannan,0.334985115,0.332481951,dd_spp
19320,Rattus adustus,0.215423931,0.207435176,dd_spp
136526,Rattus arfakiensis,0.247540382,0.246463083,dd_spp
136580,Rattus blangorum,0.198486897,0.179774158,dd_spp
19328,Rattus enganus,0.215423931,0.207435176,dd_spp
19338,Rattus koopmani,0.264417338,0.210662574,dd_spp
19339,Rattus korinchi,0.204661937,0.180388629,dd_spp
136785,Rattus omichlodes,0.238502636,0.1365951,dd_spp
19357,Rattus pelurus,0.264417338,0.210662574,dd_spp
19319,Rattus tawitawiensis,0.189377957,0.174656495,dd_spp
19367,Rattus timorensis,0.339940417,0.286651507,dd_spp
19403,Reithrodontomys burti,0.245193782,0.135367066,dd_spp
19414,Reithrodontomys paradoxus,0.412991781,0.399135724,dd_spp
64055,Rena bressoni,0.412630661,0.376796007,dd_spp
104841804,Rhabdophis akraios,0.310004586,0.307549313,dd_spp
192210,Rhabdophis angeli,0.491903722,0.47276324,dd_spp
169794,Rhabdophis barbouri,0.243969566,0.197469927,dd_spp
192069,Rhabdophis callichroma,0.49305787,0.466604829,dd_spp
192184,Rhabdophis chrysargoides,0.570529006,0.533376455,dd_spp
104842007,Rhabdophis guangdongensis,0.732398051,0.760081857,dd_spp
137792781,Rhachisaurus brachylepis,0.195206991,0.170105271,dd_spp
164450772,Rhacophorus hoabinhensis,0.328221997,0.287593395,dd_spp
78585243,Rhacophorus laoshan,0.282191285,0.248177126,dd_spp
73732256,Rhacophorus larissae,0.30929166,0.278121352,dd_spp
59018,Rhacophorus rhyssocephalus,0.290659662,0.239033826,dd_spp
202904,Rhacophorus subansiriensis,0.434244199,0.434565544,dd_spp
59025,Rhacophorus tuberculatus,0.173199714,0.164593011,dd_spp
59026,Rhacophorus turpes,0.020689812,0.020243561,dd_spp
73732288,Rhacophorus viridimaculatus,0.254451222,0.232666865,dd_spp
63888,Rhadinaea bogertorum,0.141619839,0.128607243,dd_spp
63889,Rhadinaea cuneata,0.642193494,0.668137491,dd_spp
63891,Rhadinaea forbesi,0.501698982,0.477117777,dd_spp
174103,Rhadinaea gaigeae,0.220115241,0.185342275,dd_spp
63899,Rhadinaea macdougalli,0.091920929,0.049077159,dd_spp
63902,Rhadinaea myersi,0.205837712,0.164698884,dd_spp
63903,Rhadinaea omiltemana,0.280858194,0.198230192,dd_spp
203584,Rhadinaea pulveriventris,0.251214601,0.192701921,dd_spp
63904,Rhadinaea quinquelineata,0.440368406,0.408307016,dd_spp
63893,Rhadinella hannsteini,0.457819865,0.437499762,dd_spp
63895,Rhadinella kanalchutchan,0.474081415,0.433073953,dd_spp
63907,Rhadinophanes monticola,0.205734763,0.193446144,dd_spp
136106,Rhaebo lynchi,0.253517735,0.245432585,dd_spp
203057,Rheosaurus sulcarostrum,0.013948157,0.010868527,lost_spp
54568,Rhinella amabilis,0.848900548,0.849276185,lost_spp
54569,Rhinella amboroensis,0.134432214,0.131121412,dd_spp
78585291,Rhinella bernardoi,0.058796257,0.058905061,dd_spp
54486,Rhinella chrysophora,0.147019087,0.17272985,lost_spp
182513521,Rhinella fissipes,0.135115243,0.134427376,dd_spp
54652,Rhinella gnustae,0.100034279,0.074678041,dd_spp
61753,Rhinella multiverrucosa,0.334726855,0.278054684,dd_spp
54881,Rhinella rostrata,0.512087498,0.509312302,lost_spp
63908,Rhinocheilus etheridgei,0.062596744,0.060858041,dd_spp
19514,Rhinoderma rufum,0.337787164,0.265817732,lost_spp
13292329,Rhinoleptus parkeri,0.1505111,0.139562659,dd_spp
19521,Rhinolophus adami,0.448320924,0.487905189,dd_spp
84372137,Rhinolophus arcuatus,0.353482826,0.306429237,dd_spp
84372474,Rhinolophus chiewkweeae,0.366804536,0.376031429,dd_spp
40037,Rhinolophus convexus,0.202526179,0.176894546,dd_spp
19577,Rhinolophus keyensis,0.39637129,0.333630592,dd_spp
44783,Rhinolophus maendeleo,0.31695733,0.28583245,dd_spp
84372245,Rhinolophus mcintyrei,0.140301114,0.127433807,dd_spp
19554,Rhinolophus mitratus,0.544222458,0.525730729,dd_spp
19556,Rhinolophus nereis,0.191351738,0.158140346,dd_spp
44785,Rhinolophus sakejiensis,0.3605722,0.333384082,dd_spp
82347791,Rhinolophus schnitzleri,0.396830413,0.364474431,dd_spp
136631,Rhinolophus shortridgei,0.291371633,0.230519757,dd_spp
19567,Rhinolophus silvestris,0.161265908,0.096471436,dd_spp
19571,Rhinolophus subrufus,0.359506592,0.309214443,dd_spp
178234,Rhinophis fergusonianus,0.521133559,0.485200167,dd_spp
197253,Rhinophis lineatus,0.461331314,0.463410661,dd_spp
197254,Rhinophis zigzag,0.414298594,0.414298594,dd_spp
19601,Rhinopoma macinnesi,0.264046136,0.193300784,dd_spp
22694103,Rhinoptilus bitorquatus,0.483490627,0.47040236,lost_spp
22473461,Rhinotyphlops leucocephalus,0.182519019,0.179357141,dd_spp
113476528,Rhipidomys albujai,0.067287499,0.050089359,dd_spp
136357,Rhipidomys cariri,0.220442671,0.19048018,dd_spp
19606,Rhipidomys caucensis,0.340723429,0.322740525,dd_spp
47778330,Rhipidomys ipukensis,0.129520927,0.131621398,dd_spp
19614,Rhipidomys ochrogaster,0.166471434,0.174128026,dd_spp
48297988,Rhipidomys tribei,0.322631095,0.295893639,dd_spp
22728242,Rhizothera dulitensis,0.095818005,0.081571855,dd_spp
22680344,Rhodonessa caryophyllacea,0.495333672,0.495333672,lost_spp
136220,Rhogeessa hussoni,0.121728063,0.111232847,dd_spp
88151749,Rhogeessa menchuae,0.263526867,0.254400939,dd_spp
88151777,Rhogeessa velilla,0.31798056,0.21435269,dd_spp
199577,Rhynchocalamus arabicus,0.325993251,0.311988324,dd_spp
19711,Rhynchomeles prattorum,0.188174138,0.168445662,lost_spp
136489,Rhynchomys tapulao,0.195645526,0.1802321,dd_spp
178343,Riama inanis,0.346787636,0.363281608,lost_spp
178343,Riama inanis,0.346787636,0.363281608,dd_spp
68049597,Riama yumborum,0.454644631,0.392923594,dd_spp
67657395,Riolama luridiventris,0.011487029,0.011487029,lost_spp
67657406,Riolama uzzelli,0.011487029,0.011487029,lost_spp
194123,Ristella guentheri,0.474498224,0.443947449,dd_spp
172584,Ristella travancorica,0.597820796,0.653508335,dd_spp
78903336,Rohanixalus marginis,0.272347616,0.25550887,dd_spp
58793,Rohanixalus punctatus,0.285779037,0.252390355,dd_spp
136593,Rousettus linduensis,0.204538087,0.172656044,dd_spp
136420,Saccopteryx antioquensis,0.293964168,0.279021427,lost_spp
19806,Saccopteryx gymnura,0.034170285,0.018434796,dd_spp
136228,Salinomys delicatus,0.124299171,0.102293149,dd_spp
19866,Salpingotulus michaelis,0.202712577,0.186454639,dd_spp
19864,Salpingotus heptneri,0.128424901,0.163846701,dd_spp
19867,Salpingotus pallidus,0.081333818,0.076461345,dd_spp
44581779,Saphenophis antioquiensis,0.538469033,0.516070396,dd_spp
44581794,Saphenophis atahuallpae,0.49348886,0.501340941,dd_spp
44581834,Saphenophis tristriatus,0.406995558,0.419431657,dd_spp
109481233,Saproscincus eungellensis,0.064100862,0.051194921,dd_spp
55431,Sarcohyla calvicollina,0.129018869,0.145731546,lost_spp
55442,Sarcohyla charadricola,0.440192392,0.436708048,lost_spp
55459,Sarcohyla cyanomma,0.129018869,0.145731546,lost_spp
135849,Sarcohyla miahuatlanensis,0.346916556,0.354620874,dd_spp
55583,Sarcohyla pachyderma,0.489000762,0.47839576,lost_spp
55613,Sarcohyla psarosema,0.174479971,0.172270074,lost_spp
55639,Sarcohyla sabrina,0.070624105,0.05503186,lost_spp
55658,Sarcohyla siopela,0.235482217,0.190689616,lost_spp
136806,Saxatilomys paulinae,0.195171211,0.195977002,dd_spp
64109,Sceloporus halli,0.25349021,0.205373444,dd_spp
64117,Sceloporus lemosespinali,0.142886525,0.121245287,dd_spp
64140,Sceloporus salvini,0.385064326,0.296725988,dd_spp
170825110,Sceloporus shannonorum,0.216493572,0.163944989,dd_spp
64150,Sceloporus subpictus,0.291161469,0.26591666,dd_spp
64153,Sceloporus tanneri,0.13234224,0.137864023,dd_spp
44979096,Scelotes duttoni,0.21104611,0.170282781,lost_spp
44979259,Scelotes poensis,0.179253307,0.172973722,lost_spp
44979259,Scelotes poensis,0.179253307,0.172973722,dd_spp
55933,Scinax baumgardneri,0.028345114,0.005132733,dd_spp
55950,Scinax danae,0.079593734,0.068120584,dd_spp
88127665,Scinax dolloi,0.350127759,0.387254596,dd_spp
102649306,Scincella apraefrontalis,0.268068985,0.268890381,dd_spp
102649678,Scincella darevskii,0.374802193,0.360800296,lost_spp
102649678,Scincella darevskii,0.374802193,0.360800296,dd_spp
102649689,Scincella devorator,0.407048425,0.427452058,dd_spp
102658115,Scincella przewalskii,0.385568498,0.3573713,lost_spp
