"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.06943 0.0061 0.0134
0.06953 0.0067 0.0158
0.06962 0.0055 0.0152
0.06972 0.0073 0.0140
0.06982 0.0055 0.0152
0.06992 0.0055 0.0140
0.07002 0.0061 0.0152
0.07011 0.0067 0.0158
0.07021 0.0061 0.0134
0.07031 0.0067 0.0158
0.07041 0.0061 0.0146
0.07051 0.0049 0.0146
0.07061 0.0067 0.0152
0.07070 0.0055 0.0140
0.07080 0.0073 0.0152
0.07090 0.0055 0.0140
0.07100 0.0061 0.0152
0.07110 0.0055 0.0158
0.07119 0.0067 0.0134
0.07129 0.0061 0.0158
0.07139 0.0067 0.0146
0.07149 0.0061 0.0146
0.07159 0.0067 0.0158
0.07169 0.0055 0.0146
0.07178 0.0055 0.0146
0.07188 0.0061 0.0146
0.07198 0.0067 0.0146
0.07208 0.0061 0.0152
0.07218 0.0055 0.0140
0.07227 0.0067 0.0152
0.07237 0.0055 0.0146
0.07247 0.0067 0.0146
0.07257 0.0103 0.0158
0.07267 0.0103 0.0146
0.07277 0.0061 0.0146
0.07286 0.0103 0.0146
0.07296 0.0055 0.0146
0.07306 0.0067 0.0146
0.07316 0.0061 0.0146
0.07326 0.0055 0.0152
0.07336 0.0073 0.0140
0.07345 0.0055 0.0152
0.07355 0.0055 0.0146
0.07365 0.0067 0.0146
0.07375 0.0061 0.0158
0.07385 0.0055 0.0146
0.07394 0.0061 0.0146
0.07404 0.0067 0.0146
0.07414 0.0055 0.0146
0.07424 0.0067 0.0146
0.07434 0.0061 0.0158
0.07444 0.0067 0.0146
0.07453 0.0055 0.0152
0.07463 0.0061 0.0146
0.07473 0.0061 0.0146
0.07483 0.0061 0.0158
0.07493 0.0067 0.0134
0.07502 0.0055 0.0158
0.07512 0.0067 0.0134
0.07522 0.0061 0.0158
0.07532 0.0061 0.0146
0.07542 0.0055 0.0146
0.07552 0.0067 0.0152
0.07561 0.0061 0.0140
0.07571 0.0055 0.0152
